0.76,0.76,0.76,0.76,0.07,0,0
0.76,0.76,1.52,0,0.07,0,0
0.7599,0.7599,2.2799,-0.0001,0.07,0,0
0.7597,0.7597,3.0396,-0.0002,0.07,0,0
0.7594,0.7594,3.799,-0.0003,0.07,0,0
0.7591,0.7591,4.5581,-0.0003,0.07,0,0
0.7586,0.7586,5.3167,-0.0005,0.07,0,0
0.758,0.758,6.0747,-0.0006,0.07,0,0
0.7572,0.7572,6.8319,-0.0008,0.07,0,0
0.7562,0.7562,7.5881,-0.001,0.07,0,0
0.7555,0.7555,8.3436,-0.0007,0.07,0,0
0.7544,0.7544,9.098,-0.0011,0.07,0,0
0.7532,0.7532,9.8512,-0.0012,0.07,0,0
0.7518,0.7518,10.603,-0.0014,0.07,0,0
0.7502,0.7502,11.3532,-0.0016,0.07,0,0
0.7485,0.7485,12.1017,-0.0017,0.07,0,0
0.7472,0.7472,12.8489,-0.0013,0.07,0,0
0.7452,0.7452,13.5941,-0.002,0.07,0,0
0.743,0.743,14.3371,-0.0022,0.07,0,0
0.7407,0.7407,15.0778,-0.0023,0.07,0,0
0.7381,0.7381,15.8159,-0.0026,0.07,0,0
0.7354,0.7354,16.5513,-0.0027,0.07,0,0
0.7324,0.7324,17.2837,-0.003,0.07,0,0
0.7304,0.7304,18.0141,-0.002,0.07,0,0
0.7271,0.7271,18.7412,-0.0033,0.07,0,0
0.7237,0.7237,19.4649,-0.0034,0.07,0,0
0.72,0.72,20.1849,-0.0037,0.07,0,0
0.7174,0.7174,20.9023,-0.0026,0.07,0,0
0.7133,0.7133,21.6156,-0.0041,0.07,0,0
0.709,0.709,22.3246,-0.0043,0.07,0,0
0.7044,0.7044,23.029,-0.0046,0.07,0,0
0.6996,0.6996,23.7286,-0.0048,0.07,0,0
0.6945,0.6945,24.4231,-0.0051,0.07,0,0
0.6892,0.6892,25.1123,-0.0053,0.07,0,0
0.6835,0.6835,25.7958,-0.0057,0.07,0,0
